Customer ID;Churn Label;Churned;Account Length (in months);Local Calls;Local Mins;Intl Calls;Intl Mins;Intl Active;Intl Plan;Extra International Charges;Customer Service Calls;Avg Monthly GB Download;Unlimited Data Plan;Extra Data Charges;State;Phone Number;Gender;Age;Under 30;Senior;Group;Number of Customers in Group;Device Protection & Online Backup;Contract Type;Payment Method;Monthly Charge;Total Charges;Churn Category;Churn Reason;Fecha de contacto;Fecha de ultima transaccion;Antigüedad del cliente (en meses);Segmento de cliente;Promedio mensual de gastos;Número de quejas o soporte;Método preferido de contacto;Descuento aplicado;Hobby;Favorite TV Show;Internal Notes
2475-QKWJ;No;0;23;145;317,6;0;0;No;no;0;0;3;1;0;PA;328-1592;Female;36;No;No;No;0;Yes;  Month-to-Month   ;credit card;60;1351;;;2022-10-01;11/2/21;9;Medio;62,69827676;7;Teléfono;VERDADERO;Cooking;Breaking Bad;No relevant issues
3985-ZVBI;No;0;50;169;448;350;750;Yes;no;375;0;41;1;0;DE;355-9541;Female;21;Yes;No;No;0;No;  One Year   ;CREDIT CARD;17;846;;;2021-10-27;26/9/20;103;Alto;16,49714212;1;SMS;FALSO;Cooking;Breaking Bad;No relevant issues
1574-ELQD;No;0;77;417;1003,5;0;0;No;no;0;0;0;0;0;MS;406-4326;Female;47;No;No;No;0;No;  Two Year   ;direct debit;10;777;;;2020-09-05;14/12/22;58;Alto;9,046576503;4;SMS;VERDADERO;Gaming;Game of Thrones;No relevant issues
5045-DOLZ;No;0;56;67;224,4;168;369.6;Yes;no;123,2;0;1;1;0;DE;349-4703;Female;45;No;No;No;0;No;  Month-to-Month   ;DIRECT DEBIT;39;2216;;;2023-02-10;2/5/23;55;Bajo;43,9286454;9;Email;VERDADERO;Cooking;Breaking Bad;No relevant issues
4414-MPUT;No;0;1;5;13;3;14.9;Yes;no;3,7;1;0;0;0;KS;398-8801;Hombre;51;No;No;No;0;No;  Month-to-Month   ;paper check;7;7;;;2022/08/17;4/6/23;73;Medio;7,197273955;2;SMS;FALSO;Reading;Game of Thrones;No relevant issues
7332-NQRE;No;0;33;106;262,6;0;0;No;no;0;0;13;1;0;GA;380-3642;Hombre;23;Yes;No;No;0;No;  Month-to-Month   ;credit card;25;812;;;2020/02/04;16/1/20;92;Medio;26,2048893;3;SMS;FALSO;Gaming;Breaking Bad;No relevant issues
4778-OWRZ;Yes;1;1;2;5;4;9.5;Yes;no;4,8;0;3;1;0;MD;326-2567;Hombre;42;No;No;No;0;No;  Month-to-Month   ;direct debit;45;45;Competitor;Competitor offered more data;2021/04/13;19/6/22;33;Alto;46,87823819;8;Email;VERDADERO;Reading;Game of Thrones;No relevant issues
3209-ADVM;Yes;1;10;54;158,2;30;115;Yes;no;38,3;1;2;1;0;NJ;405-3533;Hombre;79;No;Yes;No;0;No;  Month-to-Month   ;direct debit;39;382;Dissatisfaction;Limited range of services;2022/12/12;19/3/21;5;Medio;39,95352056;7;Teléfono;VERDADERO;Running;Breaking Bad;No relevant issues
0904-DGHM;No;0;47;241;520,2;188;658;Yes;no;329;0;13;1;0;VA;295-5329;Hombre;40;No;No;Yes;2;Yes;  Month-to-Month   ;direct debit;21;990;;;2021-07-16;2/8/23;45;Medio;18,13052334;6;Teléfono;FALSO;Gaming;Stranger Things;No relevant issues
1477-DMOA;No;0;21;63;150,1;0;0;No;no;0;0;0;0;0;MO;281-4841;Female;67;No;Yes;No;0;No;  One Year   ;direct debit;10;223;;;2020/04/24;12/4/20;33;Alto;9,270050043;6;SMS;VERDADERO;Cooking;Game of Thrones;No relevant issues
3576-KQSZ;Yes;1;16;42;112,8;64;163.2;Yes;no;40,8;5;5;1;0;NE;324-2392;Hombre;60;No;No;No;0;Yes;  Month-to-Month   ;credit card;36;578;Dissatisfaction;Product dissatisfaction;2023/02/05;14/3/20;79;Alto;33,72890503;7;SMS;VERDADERO;Running;Stranger Things;No relevant issues
7915-BTJX;Yes;1;11;51;146,9;76;323;Yes;no;107,7;0;9;1;0;NJ;332-9891;Female;51;No;No;Yes;3;Yes;  Month-to-Month   ;direct debit;33;374;Competitor;Competitor offered more data;2022/07/07;12/3/20;69;Alto;29,14999691;8;Email;VERDADERO;Running;Breaking Bad;No relevant issues
1897-AXRY;No;0;48;89;238,1;0;0;No;yes;0;0;18;1;0;WV;420-9971;Hombre;23;Yes;No;No;0;No;  Month-to-Month   ;CREDIT CARD;54;2578;;;2022-02-23;30/10/20;20;Alto;62,763262;6;Email;VERDADERO;Running;Friends;No relevant issues
0354-YKWC;No;0;4;8;22,6;28;28.8;Yes;no;9,6;0;0;0;0;RI;422-4956;Hombre;19;Yes;No;No;0;No;  Month-to-Month   ;CREDIT CARD;13;49;;;2020/01/22;17/5/23;68;Alto;12,38263028;1;Email;FALSO;Running;Game of Thrones;No relevant issues
5759-CMDH;No;0;7;10;28,3;0;0;No;no;0;0;0;0;0;AK;356-5244;Female;53;No;No;No;0;No;  Two Year   ;CREDIT CARD;8;55;;;2023-09-16;22/9/21;82;Bajo;7,311273918;0;Teléfono;VERDADERO;Gaming;Breaking Bad;No relevant issues
0230-DICC;No;0;57;252;630,4;114;587.1;Yes;no;293,6;0;0;0;0;DE;406-2454;Female;31;No;No;Yes;3;No;  Two Year   ;credit card;9;532;;;2020-01-17;16/10/22;93;Alto;8,277258154;5;Email;VERDADERO;Cooking;Game of Thrones;No relevant issues
8150-XUIO;No;0;21;59;150,2;0;0;No;no;0;0;0;0;0;AZ;328-5048;Hombre;46;No;No;Yes;2;No;  Month-to-Month   ;credit card;10;215;;;2023-10-31;19/12/21;51;Alto;10,32084535;3;Email;FALSO;Reading;Friends;No relevant issues
2136-LHZI;No;0;1;4;10;4;8.2;Yes;no;4,1;0;0;0;0;MD;347-7898;Hombre;34;No;No;No;0;No;  Month-to-Month   ;paper check;13;13;;;2020-11-11;5/6/23;117;Bajo;15,4828883;6;SMS;VERDADERO;Reading;Game of Thrones;No relevant issues
5604-JBZP;Yes;1;16;123;230,1;0;0;No;yes;0;2;9;1;0;OK;405-4109;Female;34;No;No;No;0;No;  Month-to-Month   ;direct debit;43;699;Competitor;Competitor had better devices;2020-10-10;6/5/22;87;Alto;41,10080598;3;SMS;VERDADERO;Cooking;Game of Thrones;No relevant issues
8853-MDTK;No;0;68;161;341,8;0;0;No;no;0;0;6;0;31;KS;360-6586;Hombre;41;No;No;No;0;Yes;  Two Year   ;DIRECT DEBIT;46;3153;;;2020-09-25;18/4/21;103;Bajo;40,21931465;10;SMS;VERDADERO;Cooking;Game of Thrones;No relevant issues
7833-BSMJ;No;0;11;39;106,2;0;0;No;no;0;0;1;1;0;AL;331-8909;Female;72;No;Yes;No;0;No;  One Year   ;DIRECT DEBIT;29;304;;;2021-04-23;29/3/21;112;Alto;27,82530176;1;Teléfono;FALSO;Cooking;Breaking Bad;No relevant issues
7261-AYXP;No;0;36;153;392,2;0;0;No;no;0;0;0;0;0;TN;374-6217;Hombre;48;No;No;No;0;No;  Month-to-Month   ;DIRECT DEBIT;9;318;;;2023/09/06;11/9/23;89;Bajo;9,629138273;5;Email;FALSO;Gaming;Breaking Bad;No relevant issues
7208-YLRW;Yes;1;4;15;32,3;0;0;No;no;199;5;11;1;0;ME;345-3934;Hombre;54;No;No;No;0;No;  Month-to-Month   ;CREDIT CARD;18;63;Competitor;Competitor made better offer;2021/12/08;14/4/21;59;Alto;16,10895575;0;SMS;FALSO;Cooking;Game of Thrones;No relevant issues
3422-CNZQ;Yes;1;1;6;13;4;10.6;Yes;no;3,5;4;1;1;0;TN;362-5118;Hombre;47;No;No;No;0;No;  Month-to-Month   ;direct debit;59;59;Other;Moved;2022/11/12;9/12/22;9;Bajo;67,81123347;8;Email;FALSO;Running;Breaking Bad;No relevant issues
5697-KWDE;No;0;57;92;229,1;0;0;No;no;0;0;17;1;0;VA;351-6472;Female;25;Yes;No;No;0;No;  Month-to-Month   ;direct debit;55;3168;;;2022/05/02;11/7/20;78;Bajo;59,78534295;9;Email;VERDADERO;Gaming;Game of Thrones;No relevant issues
7828-WTGC;No;0;37;183;551,8;0;0;No;no;0;0;2;1;0;ID;363-3295;Female;62;No;No;No;0;Yes;  Month-to-Month   ;credit card;20;739;;;2022/02/08;6/3/22;13;Alto;21,90989775;7;SMS;VERDADERO;Reading;Stranger Things;No relevant issues
6070-URPL;Yes;1;5;10;21,3;10;62;Yes;no;20,7;4;1;1;0;VA;351-6366;Hombre;71;No;Yes;No;0;No;  Month-to-Month   ;direct debit;36;192;Attitude;Attitude of support person;2023/07/08;15/3/20;27;Alto;37,75719606;10;SMS;VERDADERO;Gaming;Stranger Things;No relevant issues
0322-RXIS;No;0;46;186;551,9;0;0;No;no;0;3;17;0;30;NJ;335-2967;Hombre;27;Yes;No;Yes;4;Yes;  One Year   ;credit card;35;1623;;;2021/03/19;5/5/21;91;Medio;35,42584826;6;Email;FALSO;Gaming;Game of Thrones;No relevant issues
4638-MOIL;No;0;66;164;462,2;0;0;No;no;0;0;9;0;13;LA;367-8074;Female;42;No;No;No;0;No;  Two Year   ;credit card;40;2644;;;2022/08/10;24/2/22;35;Bajo;39,26469662;7;Email;FALSO;Running;Stranger Things;No relevant issues
4451-MSWO;No;0;7;12;27,3;28;60.9;Yes;yes;0;2;0;0;0;TN;368-3117;Hombre;40;No;No;No;0;No;  One Year   ;paper check;16;106;;;2021/03/01;29/4/20;8;Bajo;18,44873305;3;Teléfono;VERDADERO;Running;Breaking Bad;No relevant issues
8145-OYSE;Yes;1;7;46;95,3;81;77.4;Yes;no;15,5;2;9;1;0;MN;333-5551;Female;67;No;Yes;No;0;Yes;  Month-to-Month   ;DIRECT DEBIT;54;368;Attitude;Attitude of support person;2022-11-21;7/11/21;13;Alto;60,21062569;8;SMS;VERDADERO;Cooking;Breaking Bad;No relevant issues
1323-VNPI;Yes;1;26;198;367,8;104;332.8;Yes;no;110,9;2;2;1;0;AL;244-9916;Hombre;75;No;Yes;No;0;Yes;  Month-to-Month   ;direct debit;33;873;Dissatisfaction;Service dissatisfaction;2021/12/09;20/9/23;53;Alto;29,26660306;0;Email;VERDADERO;Reading;Game of Thrones;No relevant issues
3628-CUCI;No;0;17;23;67,6;0;0;No;no;0;0;2;1;0;NV;351-1382;Hombre;46;No;No;No;0;No;  Month-to-Month   ;DIRECT DEBIT;36;612;;;2020-11-23;19/3/23;43;Medio;35,88988143;6;SMS;FALSO;Reading;Game of Thrones;No relevant issues
1912-TROG;No;0;3;9;19,7;0;0;No;no;0;0;0;0;0;KY;393-9424;Female;28;Yes;No;No;0;No;  Month-to-Month   ;credit card;7;19;;;2022-06-03;30/3/20;41;Alto;5,642635916;6;Teléfono;FALSO;Running;Stranger Things;No relevant issues
6351-GAJH;No;0;54;214;643;0;0;No;no;0;1;5;1;0;ME;339-8859;Female;42;No;No;No;0;No;  One Year   ;CREDIT CARD;43;2279;;;2022/04/13;18/1/22;7;Medio;50,19447525;8;SMS;FALSO;Gaming;Breaking Bad;No relevant issues
9098-PGCY;No;0;43;122;475,5;0;0;No;no;0;2;0;0;0;NM;327-8495;Hombre;39;No;No;Yes;3;No;  Two Year   ;CREDIT CARD;10;429;;;2022-08-04;15/11/21;62;Medio;8,540931182;1;Email;VERDADERO;Reading;Breaking Bad;No relevant issues
1995-UAWD;No;0;62;328;557,3;186;613.8;Yes;no;153,5;0;27;1;0;GA;403-6850;Hombre;75;No;Yes;Yes;5;No;  One Year   ;direct debit;39;2438;;;2021-02-22;19/7/23;14;Alto;45,94753419;8;SMS;VERDADERO;Reading;Game of Thrones;No relevant issues
2254-JNBD;No;0;71;178;571,6;0;0;No;no;0;0;0;0;0;CO;321-7264;Hombre;52;No;No;Yes;3;No;  Two Year   ;credit card;10;725;;;2020-04-26;4/9/20;46;Bajo;11,04411214;1;Email;VERDADERO;Running;Game of Thrones;No relevant issues
6697-ISBM;Yes;1;8;19;49,3;140;612.5;Yes;no;204,2;3;0;0;0;LA;348-2934;Female;60;No;No;No;0;No;  Month-to-Month   ;paper check;7;56;Other;Moved;2021/04/15;2/2/23;14;Alto;7,68024068;5;Teléfono;VERDADERO;Running;Breaking Bad;No relevant issues
1521-TKTJ;Yes;1;1;2;5;0;0;No;no;0;4;10;1;0;KY;328-2202;Female;29;Yes;No;No;0;No;  Month-to-Month   ;DIRECT DEBIT;47;47;Attitude;Attitude of support person;2023-06-05;10/7/22;11;Alto;54,89730135;10;Email;FALSO;Gaming;Friends;No relevant issues
6525-VSWD;No;0;72;185;648;0;0;No;no;0;1;11;1;0;GA;385-6952;Female;34;No;No;No;0;Yes;  Two Year   ;direct debit;57;4121;;;2021-09-17;30/4/20;80;Medio;55,65878729;10;SMS;FALSO;Running;Stranger Things;No relevant issues
6394-JNBU;No;0;64;401;967,2;0;0;No;no;0;0;20;0;27;VA;346-7730;Female;25;Yes;No;Yes;4;Yes;  Two Year   ;CREDIT CARD;30;1933;;;2020-08-14;29/12/20;75;Bajo;31,72005037;5;SMS;FALSO;Cooking;Breaking Bad;No relevant issues
1001-EIBL;No;0;9;43;110,1;0;0;No;no;0;0;0;0;0;MS;329-6573;Female;23;Yes;No;No;0;No;  One Year   ;credit card;8;69;;;2020/08/02;2/11/21;57;Bajo;8,278658175;2;Teléfono;FALSO;Running;Game of Thrones;No relevant issues
4824-DZVT;No;0;72;323;866,7;0;0;No;no;0;0;7;1;0;NJ;343-9354;Female;58;No;No;No;0;Yes;  Two Year   ;DIRECT DEBIT;29;2125;;;2020-10-23;1/6/23;33;Bajo;28,90665465;7;Teléfono;FALSO;Running;Friends;No relevant issues
9819-ZOUW;Yes;1;6;14;36,3;8;28.4;Yes;no;7,1;0;3;1;0;AL;325-10110;Female;54;No;No;No;0;No;  Month-to-Month   ;paper check;27;163;Competitor;Competitor made better offer;2021-03-30;27/5/20;32;Medio;26,54367108;3;Teléfono;FALSO;Reading;Friends;No relevant issues
0536-HHVP;Yes;1;17;114;236,5;24;73.8;Yes;no;18,5;0;14;1;0;HI;410-7789;Female;20;Yes;No;No;0;No;  Month-to-Month   ;CREDIT CARD;24;398;Competitor;Competitor offered higher download speeds;2021/03/02;18/9/21;10;Medio;26,78613626;10;SMS;VERDADERO;Cooking;Stranger Things;No relevant issues
8050-LCXA;No;0;31;53;122,3;0;0;No;no;0;3;0;0;0;MN;319-4319;Hombre;47;No;No;Yes;6;No;  Month-to-Month   ;CREDIT CARD;9;284;;;2021-10-14;30/1/21;40;Medio;7,832162711;9;Email;FALSO;Gaming;Friends;No relevant issues
0170-DIHQ;No;0;41;137;364,9;0;0;No;no;0;2;15;1;0;MI;319-3091;Female;25;Yes;No;Yes;2;Yes;  Month-to-Month   ;DIRECT DEBIT;36;1451;;;2023/03/11;13/6/22;69;Alto;33,92019708;3;SMS;FALSO;Reading;Game of Thrones;No relevant issues
9143-XCNA;No;0;61;489;983,4;0;0;No;no;0;0;0;0;0;NM;389-8096;Hombre;57;No;No;Yes;3;No;  Two Year   ;PAPER CHECK;9;575;;;2020-03-09;11/3/22;37;Bajo;9,165215494;4;Teléfono;VERDADERO;Reading;Game of Thrones;No relevant issues
9360-JTTY;No;0;53;234;842,1;0;0;No;no;0;0;0;0;0;IA;323-8294;Hombre;42;No;No;Yes;4;No;  One Year   ;CREDIT CARD;10;531;;;2021-05-15;12/9/21;87;Bajo;11,98439607;8;Teléfono;FALSO;Cooking;Friends;No relevant issues
1185-OYLO;No;0;49;323;728,1;0;0;No;no;0;1;7;1;0;UT;355-9356;Hombre;22;Yes;No;No;0;No;  Two Year   ;credit card;26;1239;;;2020/02/26;12/3/20;38;Bajo;23,52663729;2;Email;FALSO;Gaming;Game of Thrones;No relevant issues
8004-RCEL;No;0;57;335;794,4;0;0;No;no;0;1;6;1;0;HI;413-9328;Hombre;83;No;Yes;No;0;Yes;  One Year   ;DIRECT DEBIT;33;1868;;;2020/12/27;30/12/20;47;Alto;31,21099608;3;Email;VERDADERO;Gaming;Breaking Bad;No relevant issues
5640-PLIL;Yes;1;6;22;63,7;0;0;No;no;0;0;2;1;0;RI;321-1988;Female;55;No;No;No;0;No;  Month-to-Month   ;CREDIT CARD;30;189;Attitude;Attitude of support person;2022/12/05;4/9/23;107;Medio;27,28827792;6;Email;FALSO;Cooking;Breaking Bad;No relevant issues
9913-XCFO;No;0;37;179;480,3;148;484.7;Yes;yes;0;1;8;1;0;RI;372-7324;Hombre;45;No;No;No;0;Yes;  Two Year   ;DIRECT DEBIT;38;1391;;;2021-01-25;9/12/23;22;Bajo;41,51929583;2;SMS;VERDADERO;Gaming;Game of Thrones;No relevant issues
7234-DRIZ;No;0;11;34;90,8;0;0;No;no;0;2;4;1;0;VA;286-4151;Hombre;66;No;Yes;No;0;Yes;  Month-to-Month   ;DIRECT DEBIT;31;357;;;2021-07-01;3/5/22;66;Bajo;27,45908082;6;SMS;VERDADERO;Cooking;Stranger Things;No relevant issues
3544-DJHS;No;0;1;2;7;0;0;No;no;0;0;0;0;0;DC;351-1913;Female;45;No;No;No;0;No;  Month-to-Month   ;credit card;12;12;;;2020/03/17;19/11/22;1;Alto;12,77744762;2;Teléfono;FALSO;Reading;Friends;No relevant issues
4143-KEXW;No;0;1;6;15;0;0;No;no;0;0;5;1;0;ID;258-4054;Female;54;No;No;No;0;No;  One Year   ;credit card;10;10;;;2021/04/04;24/5/22;78;Medio;11,37957071;10;Teléfono;FALSO;Cooking;Stranger Things;No relevant issues
1274-ULMA;No;0;34;211;546,8;136;370.6;Yes;no;123,5;0;5;0;25;DC;364-5801;Female;46;No;No;No;0;No;  Month-to-Month   ;DIRECT DEBIT;25;869;;;2022-10-11;19/7/20;77;Alto;20,8236654;5;SMS;FALSO;Cooking;Breaking Bad;No relevant issues
9280-YRDS;No;0;68;189;613,3;0;0;No;no;0;0;0;0;0;NY;317-3178;Hombre;32;No;No;Yes;3;No;  Two Year   ;direct debit;8;578;;;2023-04-29;25/7/23;120;Bajo;6,818832777;2;Email;VERDADERO;Gaming;Friends;No relevant issues
7340-EHPV;Yes;1;45;100;271,1;0;0;No;no;0;3;17;1;0;WY;353-8363;Female;29;Yes;No;No;0;Yes;  Month-to-Month   ;direct debit;41;1845;Competitor;Competitor made better offer;2021-03-01;9/5/21;2;Bajo;35,26983673;1;Teléfono;FALSO;Cooking;Stranger Things;No relevant issues
3179-CDWC;Yes;1;2;16;39,8;8;27;Yes;no;13,5;5;0;0;0;WV;300-5087;Hombre;40;No;No;No;0;No;  Month-to-Month   ;CREDIT CARD;12;30;Attitude;Attitude of support person;2022/09/07;7/9/20;116;Alto;13,72107881;7;Email;FALSO;Running;Stranger Things;No relevant issues
3232-MGKL;Yes;1;18;85;258;18;180;Yes;no;45;0;5;1;0;NV;404-3105;Hombre;65;No;No;No;0;Yes;  Month-to-Month   ;direct debit;37;691;Dissatisfaction;Network reliability;2022/02/21;23/2/23;10;Medio;30,27888736;1;Email;FALSO;Gaming;Stranger Things;No relevant issues
9710-EQQQ;No;0;70;347;906,2;0;0;No;no;0;0;0;0;0;TN;320-9252;Hombre;49;No;No;Yes;6;No;  Two Year   ;direct debit;8;562;;;2020-06-22;19/4/23;98;Alto;7,955483513;5;Teléfono;VERDADERO;Reading;Stranger Things;No relevant issues
2033-MXCG;No;0;58;315;933,1;0;0;No;no;0;2;12;1;0;UT;325-5744;Female;29;Yes;No;No;0;Yes;  Two Year   ;direct debit;54;3130;;;2020-01-14;1/4/20;59;Medio;47,7245715;0;Teléfono;FALSO;Gaming;Friends;No relevant issues
8372-KBGX;No;0;52;226;721,9;0;0;No;no;0;1;12;1;0;WI;261-9314;Female;76;No;Yes;No;0;No;  One Year   ;DIRECT DEBIT;38;1965;;;2020-07-17;7/10/22;76;Alto;45,44978016;4;SMS;VERDADERO;Reading;Breaking Bad;No relevant issues
4689-BAZS;No;0;29;172;439,9;0;0;No;no;0;1;14;1;0;SC;368-3078;Female;30;No;No;No;0;No;  One Year   ;direct debit;22;631;;;2023-05-27;31/1/20;115;Medio;21,34548736;10;Email;FALSO;Reading;Breaking Bad;No relevant issues
7025-IOSR;No;0;3;18;32;9;27.6;Yes;no;13,8;1;0;0;0;WV;417-5320;Hombre;48;No;No;Yes;4;No;  Month-to-Month   ;credit card;10;30;;;2021-01-10;13/11/20;91;Medio;8,269202006;5;Email;FALSO;Cooking;Stranger Things;No relevant issues
2383-TBTM;Yes;1;1;3;9;0;0;No;yes;0;0;0;1;0;NM;363-1413;Female;48;No;No;No;0;Yes;  Month-to-Month   ;DIRECT DEBIT;48;48;Dissatisfaction;Network reliability;2022/04/14;31/7/23;96;Alto;40,22899064;7;Email;VERDADERO;Running;Stranger Things;No relevant issues
9747-LBQN;No;0;2;6;13,9;0;0;No;no;0;0;0;0;0;SC;339-6880;Female;58;No;No;No;0;No;  Month-to-Month   ;credit card;9;17;;;2022-01-13;12/11/20;79;Alto;7,489776873;6;Email;FALSO;Reading;Breaking Bad;No relevant issues
4127-FOZI;Yes;1;47;126;373,6;0;0;No;no;0;1;15;1;0;WY;294-1576;Hombre;82;No;Yes;No;0;No;  Month-to-Month   ;direct debit;35;1628;Attitude;Attitude of support person;2022-07-18;13/4/23;53;Alto;32,17628994;5;SMS;FALSO;Running;Game of Thrones;No relevant issues
2679-OHJL;Yes;1;1;2;6;0;0;No;no;0;3;5;0;3;NV;381-1026;Female;78;No;Yes;No;0;No;  Month-to-Month   ;direct debit;37;37;Competitor;Competitor made better offer;2020-05-02;5/3/21;62;Bajo;31,30524401;6;Email;VERDADERO;Reading;Game of Thrones;No relevant issues
7133-PQSG;No;0;69;516;1041,6;0;0;No;no;0;0;0;0;0;MO;347-8233;Female;45;No;No;No;0;No;  Two Year   ;CREDIT CARD;15;1075;;;2021-06-19;12/6/22;98;Bajo;17,42689365;10;Teléfono;FALSO;Cooking;Breaking Bad;No relevant issues
7586-FDFY;Yes;1;4;25;60,1;8;35.2;Yes;no;8,8;4;12;1;0;OR;392-1105;Female;44;No;No;No;0;No;  Month-to-Month   ;DIRECT DEBIT;30;119;Competitor;Competitor made better offer;2022/06/09;18/11/23;19;Medio;32,52662137;9;Email;VERDADERO;Reading;Friends;No relevant issues
5785-QMAN;No;0;57;97;283,5;0;0;No;no;0;0;14;1;0;IN;268-5766;Hombre;41;No;No;Yes;2;Yes;  Two Year   ;CREDIT CARD;35;1977;;;2022-10-26;1/1/21;89;Alto;31,56094879;9;SMS;VERDADERO;Cooking;Stranger Things;No relevant issues
7459-KIHT;No;0;56;235;562,2;0;0;No;no;0;0;8;1;0;MT;323-4104;Hombre;51;No;No;No;0;No;  Two Year   ;direct debit;41;2325;;;2021-10-06;8/8/22;51;Medio;45,78847298;8;SMS;FALSO;Cooking;Stranger Things;No relevant issues
9817-GPOW;No;0;9;40;76,8;36;74.7;Yes;yes;0;0;10;1;0;MO;322-3874;Female;38;No;No;Yes;6;No;  Month-to-Month   ;DIRECT DEBIT;33;284;;;2022/02/01;21/12/23;14;Bajo;32,23870783;5;Teléfono;FALSO;Running;Stranger Things;No relevant issues
8135-GIPE;No;0;26;80;211,1;0;0;No;no;0;3;5;0;16;NJ;339-4068;Female;43;No;No;Yes;5;No;  Month-to-Month   ;credit card;16;412;;;2021/10/11;8/12/22;32;Medio;15,70326488;8;Teléfono;VERDADERO;Reading;Game of Thrones;No relevant issues
2741-WWGC;Yes;1;25;125;304,5;0;0;No;no;0;2;5;1;0;AL;290-7125;Female;78;No;Yes;No;0;Yes;  Month-to-Month   ;direct debit;38;955;Dissatisfaction;Network reliability;2023-01-31;14/2/22;11;Bajo;44,18216633;9;SMS;VERDADERO;Running;Breaking Bad;No relevant issues
4037-ICOU;No;0;53;321;690,7;0;0;No;no;0;0;6;1;0;VT;355-9475;Hombre;44;No;No;No;0;Yes;  One Year   ;direct debit;47;2500;;;2020-02-17;11/10/22;54;Bajo;55,98400132;8;SMS;FALSO;Cooking;Stranger Things;No relevant issues
8388-NWSK;No;0;44;96;311,2;176;369.6;Yes;no;184,8;0;0;0;0;KS;379-4929;Hombre;64;No;No;Yes;5;No;  Two Year   ;CREDIT CARD;12;518;;;2020/09/21;12/6/21;6;Bajo;9,629948238;8;SMS;VERDADERO;Cooking;Stranger Things;No relevant issues
7583-AUWV;No;0;67;430;805,5;0;0;No;no;0;0;0;0;0;VT;400-2738;Female;39;No;No;No;0;No;  Two Year   ;credit card;14;953;;;2023-01-11;22/8/23;53;Medio;16,47342158;5;Teléfono;FALSO;Running;Stranger Things;No relevant issues
7752-PJOL;No;0;70;312;696,4;70;903;Yes;no;180,6;0;13;1;0;FL;353-5257;Female;58;No;No;No;0;Yes;  Two Year   ;credit card;38;2681;;;2020/12/29;24/4/23;90;Bajo;37,60672182;2;Email;VERDADERO;Cooking;Stranger Things;No relevant issues
2620-MYPO;No;0;1;2;4;0;0;No;yes;0;0;0;0;0;AL;338-3473;Hombre;40;No;No;Yes;4;No;  Month-to-Month   ;CREDIT CARD;10;10;;;2020/02/07;2/1/20;42;Bajo;9,296405195;8;Teléfono;FALSO;Running;Friends;No relevant issues
0205-MYWW;No;0;1;4;10;0;0;No;no;0;0;4;1;0;MN;397-2833;Hombre;43;No;No;No;0;No;  Month-to-Month   ;CREDIT CARD;17;17;;;2021-12-27;23/11/23;95;Bajo;18,92591801;6;Email;FALSO;Reading;Game of Thrones;No relevant issues
5332-YVYQ;No;0;57;256;682,9;0;0;No;no;0;1;4;1;0;CT;254-1023;Hombre;63;No;No;Yes;2;Yes;  One Year   ;credit card;17;976;;;2022-02-14;13/3/23;90;Alto;20,10832333;10;SMS;FALSO;Cooking;Stranger Things;No relevant issues
3791-FJQR;No;0;13;23;65,4;26;131.3;Yes;yes;0;2;14;1;0;NH;400-8538;Female;21;Yes;No;No;0;No;  One Year   ;CREDIT CARD;21;279;;;2022-12-26;9/11/20;108;Alto;23,89298193;3;Email;VERDADERO;Cooking;Friends;No relevant issues
2540-MHPP;Yes;1;3;8;21,6;12;26.7;Yes;no;13,4;5;4;1;0;ID;306-3564;Hombre;38;No;No;No;0;No;  Month-to-Month   ;DIRECT DEBIT;34;105;Price;Long distance charges;2020/02/23;8/11/21;87;Medio;33,20185037;1;SMS;FALSO;Reading;Stranger Things;No relevant issues
7242-CBRU;No;0;3;9;20,2;15;39.3;Yes;no;13,1;0;0;0;0;UT;358-5953;Female;22;Yes;No;No;0;No;  Month-to-Month   ;credit card;8;24;;;2023-10-30;7/6/21;87;Bajo;6,718940262;1;Email;VERDADERO;Cooking;Breaking Bad;No relevant issues
3059-LZAD;No;0;8;48;115,5;0;0;No;no;0;0;8;0;4;NV;380-6571;Hombre;43;No;No;No;0;No;  Month-to-Month   ;CREDIT CARD;16;124;;;2020/09/26;28/5/23;31;Medio;12,86794889;2;Email;FALSO;Running;Stranger Things;No relevant issues
7257-FOOI;No;0;24;70;214,2;0;0;No;no;0;0;2;1;0;WA;381-2498;Female;59;No;No;No;0;Yes;  One Year   ;DIRECT DEBIT;25;592;;;2020-06-16;19/9/21;16;Bajo;29,92702576;4;Email;FALSO;Reading;Stranger Things;No relevant issues
1619-CUNA;No;0;56;209;389,6;0;0;No;no;0;0;7;1;0;NV;395-5783;Female;58;No;No;No;0;Yes;  Two Year   ;DIRECT DEBIT;42;2324;;;2021/10/16;31/1/20;33;Bajo;50,39977894;6;Teléfono;FALSO;Running;Breaking Bad;No relevant issues
3348-SKKJ;No;0;13;97;182,7;0;0;No;no;0;0;21;1;0;KS;354-6942;Hombre;23;Yes;No;No;0;No;  Month-to-Month   ;direct debit;28;371;;;2021/11/18;25/5/20;85;Medio;24,20334967;5;Teléfono;FALSO;Reading;Breaking Bad;No relevant issues
